method_is_post,method_is_put,method_is_other,url_length_raw,url_is_absolute,url_parse_error,url_host_present,url_host_is_ip,url_host_non_ascii_count,url_userinfo_present,url_port_present,url_port_valid,url_fragment_present,path_length_raw,path_percent_encoding_count,path_invalid_percent_count,path_non_ascii_count,path_control_char_count,path_digit_ratio,path_special_ratio,path_sql_pattern_count,path_xss_pattern_count,path_traversal_pattern_count,path_shell_metachar_count,path_segment_count,path_double_slash_count,path_extension_like_segment_count,path_hidden_segment_count,path_nested_extension_transition,path_max_segment_length,path_backslash_count,query_present,query_length_raw,query_percent_encoding_count,query_invalid_percent_count,query_non_ascii_count,query_control_char_count,query_digit_ratio,query_special_ratio,query_sql_pattern_count,query_xss_pattern_count,query_traversal_pattern_count,query_shell_metachar_count,query_parameter_count,query_repeated_parameter_count,query_empty_value_count,query_without_equals_count,query_max_name_length,query_max_value_length,body_present,body_length_raw,body_percent_encoding_count,body_invalid_percent_count,body_non_ascii_count,body_control_char_count,body_digit_ratio,body_special_ratio,body_sql_pattern_count,body_xss_pattern_count,body_traversal_pattern_count,body_shell_metachar_count,body_parameter_count,body_repeated_parameter_count,body_empty_value_count,body_without_equals_count,body_max_name_length,body_max_value_length,header_unique_count,header_duplicate_count,header_has_host,header_has_content_type,content_type_is_form_urlencoded,header_has_content_length,content_length_valid,content_length_delta,host_matches_url_host,label
0,0,0,63,1,0,1,0,0,0,1,1,0,36,0,0,0,0,0.027777777777777776,0.1111111111111111,0,0,0,0,3,0,1,0,0,19,0,1,5,0,0,0,0,0.20000000000000001,0.20000000000000001,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,1
0,0,0,47,1,0,1,0,0,0,1,1,0,26,0,0,0,0,0.038461538461538464,0.15384615384615385,0,0,0,0,3,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
0,0,0,50,1,0,1,0,0,0,1,1,0,29,0,0,0,0,0.034482758620689655,0.13793103448275862,0,0,0,0,3,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
0,0,0,117,1,0,1,0,0,0,1,1,0,27,0,0,0,0,0.037037037037037035,0.14814814814814814,0,0,0,0,3,0,1,0,0,10,0,1,68,1,0,1,0,0.090909090909090912,0.13636363636363635,0,0,0,4,5,0,0,0,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,1
1,0,0,52,1,0,1,0,0,0,1,1,0,31,0,0,0,0,0.032258064516129031,0.12903225806451613,0,0,0,0,3,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62,1,0,0,0,0.050000000000000003,0.16666666666666666,0,0,0,4,5,0,0,0,8,8,12,0,1,1,1,1,1,0,1,0
1,0,0,48,1,0,1,0,0,0,1,1,0,27,0,0,0,0,0.037037037037037035,0.14814814814814814,0,0,0,0,3,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,0,0,0,0,0.029411764705882353,0,0,0,0,1,0,0,0,9,24,12,0,1,1,1,1,1,0,1,1
1,0,0,48,1,0,1,0,0,0,1,1,0,27,0,0,0,0,0.037037037037037035,0.14814814814814814,0,0,0,0,3,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,1,0,1,0,0.085714285714285715,0.12857142857142856,0,0,0,4,5,0,0,0,8,17,12,0,1,1,1,1,1,0,1,1
1,0,0,48,1,0,1,0,0,0,1,1,0,27,0,0,0,0,0.037037037037037035,0.14814814814814814,0,0,0,0,3,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,1,0,1,0,0.085714285714285715,0.12857142857142856,0,0,0,4,5,0,0,0,8,17,12,0,1,1,1,1,1,0,1,1
0,0,0,53,1,0,1,0,0,0,1,1,0,32,0,0,0,0,0.03125,0.1875,0,0,0,0,4,0,2,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,1
0,0,0,57,1,0,1,0,0,0,1,1,0,36,0,0,0,0,0.55555555555555558,0.1111111111111111,0,0,0,0,2,0,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,1
0,0,0,56,1,0,1,0,0,0,1,1,0,35,0,0,0,0,0,0.11428571428571428,0,0,0,0,3,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,1
0,0,0,50,1,0,1,0,0,0,1,1,0,29,0,0,0,0,0.034482758620689655,0.13793103448275862,0,0,0,0,3,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
1,0,0,48,1,0,1,0,0,0,1,1,0,27,0,0,0,0,0.037037037037037035,0.14814814814814814,0,0,0,0,3,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,0,0,0,0,0.030303030303030304,0,0,0,0,1,0,0,0,8,24,12,0,1,1,1,1,1,0,1,0
0,0,0,66,1,0,1,0,0,0,1,1,0,27,0,0,0,0,0.037037037037037035,0.14814814814814814,0,0,0,0,3,0,1,0,0,10,0,1,17,0,0,0,0,0.058823529411764705,0.058823529411764705,0,0,0,0,1,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
1,0,0,52,1,0,1,0,0,0,1,1,0,31,0,0,0,0,0.032258064516129031,0.12903225806451613,0,0,0,0,3,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,116,3,0,0,0,0.25454545454545452,0.11818181818181818,0,0,0,4,5,0,0,0,8,57,12,0,1,1,1,1,1,0,1,1
0,0,0,47,1,0,1,0,0,0,1,1,0,26,0,0,0,0,0.038461538461538464,0.15384615384615385,0,0,0,0,3,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
1,0,0,48,1,0,1,0,0,0,1,1,0,27,0,0,0,0,0.037037037037037035,0.14814814814814814,0,0,0,0,3,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,0,0,0,0,0.029411764705882353,0,0,0,0,1,0,0,0,9,24,12,0,1,1,1,1,1,0,1,1
0,0,0,44,1,0,1,0,0,0,1,1,0,23,0,0,0,0,0.086956521739130432,0.17391304347826086,0,0,0,0,3,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
0,0,0,91,1,0,1,0,0,0,1,1,0,26,0,0,0,0,0.038461538461538464,0.15384615384615385,0,0,0,0,3,0,1,0,0,9,0,1,43,0,0,0,0,0.11627906976744186,0.11627906976744186,0,0,0,2,3,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
0,0,0,39,1,0,1,0,0,0,1,1,0,18,0,0,0,0,0.055555555555555552,0.16666666666666666,0,0,0,0,2,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
0,0,0,49,1,0,1,0,0,0,1,1,0,28,0,0,0,0,0.035714285714285712,0.14285714285714285,0,0,0,0,3,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
0,0,0,66,1,0,1,0,0,0,1,1,0,27,0,0,0,0,0.037037037037037035,0.14814814814814814,0,0,0,0,3,0,1,0,0,10,0,1,17,0,0,0,0,0.058823529411764705,0.058823529411764705,0,0,0,0,1,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
1,0,0,50,1,0,1,0,0,0,1,1,0,29,0,0,0,0,0.034482758620689655,0.13793103448275862,0,0,0,0,3,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,257,4,0,1,0,0.14056224899598393,0.12048192771084337,0,0,0,12,13,0,0,0,9,27,12,0,1,1,1,1,1,0,1,1
0,0,0,79,1,0,1,0,0,0,1,1,0,58,0,0,0,0,0.017241379310344827,0.17241379310344829,0,0,0,0,5,0,2,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,1
0,0,0,51,1,0,1,0,0,0,1,1,0,30,0,0,0,0,0.033333333333333333,0.20000000000000001,0,0,0,0,4,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,1
0,0,0,48,1,0,1,0,0,0,1,1,0,27,0,0,0,0,0.037037037037037035,0.14814814814814814,0,0,0,0,3,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
0,0,0,39,1,0,1,0,0,0,1,1,0,18,0,0,0,0,0.055555555555555552,0.16666666666666666,0,0,0,0,2,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
1,0,0,48,1,0,1,0,0,0,1,1,0,27,0,0,0,0,0.037037037037037035,0.14814814814814814,0,0,0,0,3,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,1,0,1,0,0.10606060606060606,0.13636363636363635,0,0,0,4,5,0,0,0,8,17,12,0,1,1,1,1,1,0,1,0
0,0,0,48,1,0,1,0,0,0,1,1,0,27,0,0,0,0,0.037037037037037035,0.14814814814814814,0,0,0,0,3,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
0,0,0,47,1,0,1,0,0,0,1,1,0,26,0,0,0,0,0.038461538461538464,0.15384615384615385,0,0,0,0,3,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
0,0,0,66,1,0,1,0,0,0,1,1,0,27,0,0,0,0,0.037037037037037035,0.14814814814814814,0,0,0,0,3,0,1,0,0,10,0,1,17,0,0,0,0,0.058823529411764705,0.058823529411764705,0,0,0,0,1,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
1,0,0,50,1,0,1,0,0,0,1,1,0,29,0,0,0,0,0.034482758620689655,0.13793103448275862,0,0,0,0,3,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,230,5,0,3,0,0.16818181818181818,0.12727272727272726,0,0,0,12,13,0,0,0,9,21,12,0,1,1,1,1,1,0,1,0
0,0,0,50,1,0,1,0,0,0,1,1,0,29,0,0,0,0,0.034482758620689655,0.13793103448275862,0,0,0,0,3,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
0,0,0,44,1,0,1,0,0,0,1,1,0,23,0,0,0,0,0.086956521739130432,0.17391304347826086,0,0,0,0,3,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
1,0,0,47,1,0,1,0,0,0,1,1,0,26,0,0,0,0,0.038461538461538464,0.15384615384615385,0,0,0,0,3,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,1,0,0,0,0.081081081081081086,0.16216216216216217,0,0,0,2,3,0,0,0,6,9,12,0,1,1,1,1,1,0,1,1
0,0,0,50,1,0,1,0,0,0,1,1,0,29,0,0,0,0,0.034482758620689655,0.13793103448275862,0,0,0,0,3,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
1,0,0,48,1,0,1,0,0,0,1,1,0,27,0,0,0,0,0.037037037037037035,0.14814814814814814,0,0,0,0,3,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,0,0,0,0,0.029411764705882353,0,0,0,0,1,0,0,0,9,24,12,0,1,1,1,1,1,0,1,1
1,0,0,50,1,0,1,0,0,0,1,1,0,29,0,0,0,0,0.034482758620689655,0.13793103448275862,0,0,0,0,3,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,276,11,0,2,0,0.14173228346456693,0.14173228346456693,1,0,0,12,13,0,0,0,9,23,12,0,1,1,1,1,1,0,1,1
0,0,0,47,1,0,1,0,0,0,1,1,0,26,0,0,0,0,0.038461538461538464,0.15384615384615385,0,0,0,0,3,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
0,0,0,58,1,0,1,0,0,0,1,1,0,37,0,0,0,0,0.027027027027027029,0.13513513513513514,0,0,0,0,4,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
0,0,0,63,1,0,1,0,0,0,1,1,0,36,0,0,0,0,0.027777777777777776,0.1111111111111111,0,0,0,0,3,0,1,0,0,19,0,1,5,0,0,0,0,0.20000000000000001,0.20000000000000001,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,1
1,0,0,57,1,0,1,0,0,0,1,1,0,36,0,0,0,0,0.027777777777777776,0.1111111111111111,0,0,0,0,3,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,5,0,0,0,0.42592592592592593,0.12962962962962962,0,0,0,0,1,0,0,0,2,51,12,0,1,1,1,1,1,0,1,1
1,0,0,48,1,0,1,0,0,0,1,1,0,27,0,0,0,0,0.037037037037037035,0.14814814814814814,0,0,0,0,3,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,2,0,1,0,0.086419753086419748,0.13580246913580246,0,0,0,4,5,0,0,0,8,17,12,0,1,1,1,1,1,0,1,1
0,0,0,56,1,0,1,0,0,0,1,1,0,35,0,0,0,0,0.028571428571428571,0.11428571428571428,0,0,0,0,3,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
0,0,0,52,1,0,1,0,0,0,1,1,0,31,0,0,0,0,0.032258064516129031,0.16129032258064516,0,0,0,0,3,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,1
0,0,0,57,1,0,1,0,0,0,1,1,0,36,0,0,0,0,0,0.1388888888888889,0,0,0,0,4,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,1
1,0,0,50,1,0,1,0,0,0,1,1,0,29,0,0,0,0,0.034482758620689655,0.13793103448275862,0,0,0,0,3,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,258,5,0,1,0,0.125,0.13306451612903225,0,0,0,12,13,0,0,0,9,33,12,0,1,1,1,1,1,0,1,1
0,0,0,86,1,0,1,0,0,0,1,1,0,26,0,0,0,0,0.038461538461538464,0.15384615384615385,0,0,0,0,3,0,1,0,0,9,0,1,38,0,0,0,0,0.13157894736842105,0.13157894736842105,0,0,0,2,3,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
0,0,0,326,1,0,1,0,0,0,1,1,0,29,0,0,0,0,0.034482758620689655,0.13793103448275862,0,0,0,0,3,0,1,0,0,12,0,1,275,4,0,1,0,0.1198501872659176,0.10861423220973783,0,0,0,12,13,0,0,0,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
0,0,0,89,1,0,1,0,0,0,1,1,0,26,0,0,0,0,0.038461538461538464,0.15384615384615385,0,0,0,0,3,0,1,0,0,9,0,1,41,1,0,0,0,0.12820512820512819,0.15384615384615385,0,0,0,2,3,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,1
0,0,0,61,1,0,1,0,0,0,1,1,0,27,0,0,0,0,0.037037037037037035,0.14814814814814814,0,0,0,0,3,0,1,0,0,10,0,1,12,1,0,0,0,0.29999999999999999,0.20000000000000001,1,0,0,0,1,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,1
1,0,0,52,1,0,1,0,0,0,1,1,0,31,0,0,0,0,0.032258064516129031,0.12903225806451613,0,0,0,0,3,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,1,0,0,0,0.070175438596491224,0.17543859649122806,0,0,0,4,5,0,0,0,8,7,12,0,1,1,1,1,1,0,1,1
0,0,0,48,1,0,1,0,0,0,1,1,0,27,0,0,0,0,0.037037037037037035,0.14814814814814814,0,0,0,0,3,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
0,0,0,292,1,0,1,0,0,0,1,1,0,29,0,0,0,0,0.034482758620689655,0.13793103448275862,0,0,0,0,3,0,1,0,0,12,0,1,241,2,0,1,0,0.14345991561181434,0.11814345991561181,0,0,0,12,13,0,0,0,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,1
0,0,0,86,1,0,1,0,0,0,1,1,0,26,0,0,0,0,0.038461538461538464,0.15384615384615385,0,0,0,0,3,0,1,0,0,9,0,1,38,0,0,0,0,0.13157894736842105,0.13157894736842105,0,0,0,2,3,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
0,0,0,86,1,0,1,0,0,0,1,1,0,26,0,0,0,0,0.038461538461538464,0.15384615384615385,0,0,0,0,3,0,1,0,0,9,0,1,38,0,0,0,0,0.13157894736842105,0.13157894736842105,0,0,0,2,3,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
1,0,0,48,1,0,1,0,0,0,1,1,0,27,0,0,0,0,0.037037037037037035,0.14814814814814814,0,0,0,0,3,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,14,0,0,0,0.13207547169811321,0.32075471698113206,1,0,0,2,1,0,0,0,2,50,12,0,1,1,1,1,1,0,1,1
0,0,0,299,1,0,1,0,0,0,1,1,0,29,0,0,0,0,0.034482758620689655,0.13793103448275862,0,0,0,0,3,0,1,0,0,12,0,1,248,8,0,2,0,0.14655172413793102,0.14224137931034483,0,0,0,12,13,0,0,0,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,1
0,0,0,44,1,0,1,0,0,0,1,1,0,23,0,0,0,0,0.086956521739130432,0.17391304347826086,0,0,0,0,3,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
0,0,0,41,1,0,1,0,0,0,1,1,0,20,0,0,0,0,0.94999999999999996,0.050000000000000003,0,0,0,0,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,1
0,0,0,120,1,0,1,0,0,0,1,1,0,27,0,0,0,0,0.037037037037037035,0.14814814814814814,0,0,0,0,3,0,1,0,0,10,0,1,71,1,0,1,0,0.072463768115942032,0.13043478260869565,0,0,0,4,5,0,0,0,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,1
1,0,0,52,1,0,1,0,0,0,1,1,0,31,0,0,0,0,0.032258064516129031,0.12903225806451613,0,0,0,0,3,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,171,15,0,1,0,0.15602836879432624,0.16312056737588654,0,0,0,5,5,0,0,0,8,82,12,0,1,1,1,1,1,0,1,1
1,0,0,57,1,0,1,0,0,0,1,1,0,36,0,0,0,0,0.027777777777777776,0.1111111111111111,0,0,0,0,3,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0.2857142857142857,0.2857142857142857,0,0,0,0,1,0,0,0,2,4,12,0,1,1,1,1,1,0,1,1
1,0,0,49,1,0,1,0,0,0,1,1,0,28,0,0,0,0,0.035714285714285712,0.14285714285714285,0,0,0,0,3,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,299,17,0,0,0,0.15471698113207547,0.16981132075471697,1,0,0,14,13,0,0,0,9,36,12,0,1,1,1,1,1,0,1,1
0,0,0,117,1,0,1,0,0,0,1,1,0,27,0,0,0,0,0.037037037037037035,0.14814814814814814,0,0,0,0,3,0,1,0,0,10,0,1,68,1,0,1,0,0.10606060606060606,0.13636363636363635,0,0,0,4,5,0,0,0,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
0,0,0,68,1,0,1,0,0,0,1,1,0,47,0,0,0,0,0.42553191489361702,0.10638297872340426,0,0,0,0,4,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,1
0,0,0,68,1,0,1,0,0,0,1,1,0,47,0,0,0,0,0.021276595744680851,0.21276595744680851,0,0,0,0,5,0,2,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,1
1,0,0,57,1,0,1,0,0,0,1,1,0,36,0,0,0,0,0.027777777777777776,0.1111111111111111,0,0,0,0,3,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0.20000000000000001,0.20000000000000001,0,0,0,0,1,0,0,0,3,1,12,0,1,1,1,1,1,0,1,1
0,0,0,62,1,0,1,0,0,0,1,1,0,36,0,0,0,0,0.027777777777777776,0.1111111111111111,0,0,0,0,3,0,1,0,0,19,0,1,4,0,0,0,0,0.25,0.25,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
1,0,0,49,1,0,1,0,0,0,1,1,0,28,0,0,0,0,0.035714285714285712,0.14285714285714285,0,0,0,0,3,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,252,4,0,0,0,0.13934426229508196,0.12295081967213115,0,0,0,12,13,0,0,0,9,31,12,0,1,1,1,1,1,0,1,1
0,0,0,66,1,0,1,0,0,0,1,1,0,45,0,0,0,0,0.022222222222222223,0.17777777777777778,0,0,0,0,4,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,1
0,0,0,48,1,0,1,0,0,0,1,1,0,27,0,0,0,0,0.037037037037037035,0.14814814814814814,0,0,0,0,3,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
0,0,0,117,1,0,1,0,0,0,1,1,0,27,0,0,0,0,0.037037037037037035,0.14814814814814814,0,0,0,0,3,0,1,0,0,10,0,1,68,1,0,1,0,0.090909090909090912,0.13636363636363635,0,0,0,4,5,0,0,0,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,1
1,0,0,49,1,0,1,0,0,0,1,1,0,28,0,0,0,0,0.035714285714285712,0.14285714285714285,0,0,0,0,3,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,286,7,0,0,0,0.20588235294117646,0.125,0,0,0,12,13,0,0,0,9,51,12,0,1,1,1,1,1,0,1,1
0,0,0,48,1,0,1,0,0,0,1,1,0,27,0,0,0,0,0.037037037037037035,0.14814814814814814,0,0,0,0,3,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0
0,0,0,117,1,0,1,0,0,0,1,1,0,27,0,0,0,0,0.037037037037037035,0.14814814814814814,0,0,0,0,3,0,1,0,0,10,0,1,68,1,0,1,0,0.090909090909090912,0.13636363636363635,0,0,0,4,5,0,0,0,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,1
